,page_num,binomial,country,general_loc,specific_loc
13,96.0,Juniper us excelsa,L.,NO ITALICS,L. et S.
14,96.0,Juniper us excelsa,L.,NO ITALICS,"A.L. Sommets de l'Anti-Liban, Tala'at Moussa (Pb), Jabal Halimé (Halimat Qabou) (P), nord de Zebdani (Mt). En faible abondance plus au sud, vers Jabal Abou-1-Haoua (Pb, Mt)."
15,96.0,Juniper us excelsa,L.,NO ITALICS,"Herm. Hermon (Ky d'après F.O. V, p. 709, non constaté récemment)."
0,96.0,Juniperus fœtidissima,L.,Mm.,Forêt de Qamou'a
1,96.0,Juniperus fœtidissima,L.,c,lieu. Entre la forêt de Qamou'a et Hermel
0,96.0,Arceuthos drupacea,L.,NO ITALICS,L. ;
1,96.0,Arceuthos drupacea,L.,NO ITALICS,"Mi. Au-dessus de Mayfouk (Mt), Douma (P)."
2,96.0,Arceuthos drupacea,L.,NO ITALICS,"Mm. Jab. Barouk (Mt, Np), Cèdres de 'Aïn Zehalta (Pb), Jabal Moussa au-dessus de Mchatta (Mt), Dennié (Ky), Ouadi Sirhin au N. de Sir (Mt). Entre Ehmej et Laqlouq (Pb, Mt), Cèdres (Np)."
3,96.0,Arceuthos drupacea,L.,NO ITALICS,Herm. Hérmon (Ky).
4,96.0,Arceuthos drupacea,S.,Mm.,Slenfé
5,96.0,Arceuthos drupacea,S.,Mm.,Jaoubat Bourghal
0,97.0,Ephedra campylopoda,L.,Ct.,Saïda
1,97.0,Ephedra campylopoda,L.,Ct.,Beyrouth
2,97.0,Ephedra campylopoda,L.,Ct.,Nahr-el-Kelb
3,97.0,Ephedra campylopoda,L.,Ct.,Nahr Ibrahim
4,97.0,Ephedra campylopoda,L.,Ct.,Tripoli
5,97.0,Ephedra campylopoda,L.,Mi.,Bikfaya
6,97.0,Ephedra campylopoda,L.,Mm.,Bân
7,97.0,Ephedra campylopoda,S.,Ct.,Tartous
8,97.0,Ephedra campylopoda,S.,Ct.,S. de Lattaquié
9,97.0,Ephedra campylopoda,S.,Mi.,Chaîne alaouite
10,97.0,Ephedra campylopoda,S.,Mi.,versant est
11,97.0,Ephedra campylopoda,S.,Sy.,Harim
12,97.0,Ephedra campylopoda,S.,Sy.,Sarmada
13,97.0,Ephedra campylopoda,S.,Sud.,Au-dessus du Lac de Tibériade
0,97.0,Ephedra alte,S.,Dam.,Doumar
1,97.0,Ephedra alte,S.,Dam.,'Adra
2,97.0,Ephedra alte,S.,St.,Jabal Dmeir
3,97.0,Ephedra alte,S.,St.,. Entre Palmyre et Abou Kémal
0,98.0,Ephedra alata,S.,Dam.,Khan Dimas
1,98.0,Ephedra alata,S.,Dam.,Jab. Qasyoun
2,98.0,Ephedra alata,S.,Dam.,Ma'araba
3,98.0,Ephedra alata,S.,A.L.,Yabroud
4,98.0,Ephedra alata,S.,St.,Jab. Abou Qpsh
5,98.0,Ephedra alata,S.,St.,AlJabah
6,98.0,Ephedra alata,S.,St.,Qaryatein
7,98.0,Ephedra alata,S.,St.,T 4
8,98.0,Ephedra alata,S.,St.,Palmyre
9,98.0,Ephedra alata,S.,St.,de Palmyre à Abou Kémal
10,98.0,Ephedra alata,S.,St.,Snou Fadel
11,98.0,Ephedra alata,S.,St.,Jabal Abiad
12,98.0,Ephedra alata,S.,St.,T 4 à Qasr-el-Haïr
13,98.0,Ephedra alata,S.,St.,Tell Outed
0,99.0,Typha latifolia,L.,Ct.,Saïda
1,99.0,Typha latifolia,L.,Ct.,Dora
2,99.0,Typha latifolia,L.,Ct.,station détruite
3,99.0,Typha latifolia,L.,Met.,'Ammiq
4,99.0,Typha latifolia,S.,Dam.,Bords du Barada
0,100.0,Typha australis,L.,Ct.,Dora et points d'eau au N. de Beyrouth
1,100.0,Typha australis,L.,Ct.,stations détruites ou en voie d'extinction
2,100.0,Typha australis,L.,Ct.,N. de Saïda
3,100.0,Typha australis,L.,Mi.,'Abey
4,100.0,Typha australis,L.,Mi.,Broummana
5,100.0,Typha australis,L.,Met.,'Ammiq
6,100.0,Typha australis,S.,Sy.,Alep-'Azaz
7,100.0,Typha australis,S.,Sud.,Hammé
0,100.0,Typha laxmannii,L.,Met.,Petit marécage
1,100.0,Typha laxmannii,L.,Met.,proche des canaux de 'Ammiq
2,100.0,Typha laxmannii,L.,Met.,1936. Fossé entre Zahlé et Kfar Zabed
3,100.0,Typha laxmannii,L.,Met.,1951
0,100.0,Sparganium neglectum,L.,Ct.,Embouchure du Litani
1,100.0,Sparganium neglectum,L.,Ct.,
2,100.0,Sparganium neglectum,L.,Ct.,Dora
3,100.0,Sparganium neglectum,L.,Ct.,1931
4,100.0,Sparganium neglectum,L.,Met.,Ta'naïl
5,100.0,Sparganium neglectum,L.,Met.,Marjayyoun
6,100.0,Sparganium neglectum,L.,Sud.,Jisr-el-Khardali
7,100.0,Sparganium neglectum,S.,Ct.,Nahr Séné
8,100.0,Sparganium neglectum,S.,Sud.,Banias aux sources du Jourdain
9,100.0,Sparganium neglectum,S.,Sud.,vers Qneitra
0,101.0,Naias delilei,S.,Ct.,Nahr-el-Kébir
1,101.0,Naias delilei,S.,Ct.,près Lattaquié
2,101.0,Naias delilei,S.,HJ.,Lac Khatounié
0,101.0,Naias minor,S.,Ct.,Ruisseau proche de l'embouchure du Nahr Abrache
1,101.0,Naias minor,S.,Ct.,1934
0,101.0,Naias graminea,L.,Ct.,Vers Saïda
1,101.0,Naias graminea,L.,Ct.,Lit du Nahr Beyrouth près de la ville
2,101.0,Naias graminea,S.,Sy.,Homs
3,101.0,Naias graminea,S.,Sud.,Lac Trâne
0,101.0,Zostera nana,L.,NO ITALICS,"L. Fouar, près de Beyrouth, fragments rapportés par une seine (Np). Tyr, Tripoli, fragments déposés par la mer (Mt)."
0,102.0,Cymodocea major,L.,NO ITALICS,L. Trouvée
1,102.0,Cymodocea major,L.,NO ITALICS,in
2,102.0,Cymodocea major,L.,NO ITALICS,"situ en deux points près de Ras Beyrouth (Np, Pb). En débris flottants sur la mer ou déposés sur les grèves vers Tyr, Beyrouth, etc. (Mt)."
0,102.0,Ruppia maritima,L.,NO ITALICS,"L. Autrefois, vers l'embouchure du Nahr Beyrouth (Bl, Vt)."
1,102.0,Ruppia maritima,S.,NO ITALICS,"S. Eaux saumâtres de Ram Laha (Ouadi Mellah) près de la frontière de Arida. (Mt, Pb)."
0,103.0,Zannichellia palustris,L.,Ct.,Beyrouth
1,103.0,Zannichellia palustris,L.,Ct.,. Baie Saint-Georges près de Beyrouth avant 1939
2,103.0,Zannichellia palustris,L.,Ct.,Tripoli
3,103.0,Zannichellia palustris,L.,Met.,Zahlé
4,103.0,Zannichellia palustris,L.,Met.,Barr Elias
5,103.0,Zannichellia palustris,L.,Sy.,Yaat
6,103.0,Zannichellia palustris,S.,Dam.,Doummar
7,103.0,Zannichellia palustris,S.,Dam.,Raboué
8,103.0,Zannichellia palustris,S.,A.L.,Jdeidet Yabous
9,103.0,Zannichellia palustris,S.,JD.,Base du Tell Qpuleib
10,103.0,Zannichellia palustris,S.,St.,Arak
11,103.0,Zannichellia palustris,S.,St.,SW. de Deir-ez-Zor
12,103.0,Zannichellia palustris,S.,HJ.,Lac Khatounié
0,103.0,Potamogeton nodosus,L.,Ct.,Saïda
1,103.0,Potamogeton nodosus,L.,Ct.,Nahr Beyrouth
2,103.0,Potamogeton nodosus,L.,Ct.,Antélias
3,103.0,Potamogeton nodosus,L.,Ct.,Dbayyé
4,103.0,Potamogeton nodosus,L.,Met.,Litani
5,103.0,Potamogeton nodosus,L.,Met.,Joubb Jenin
6,103.0,Potamogeton nodosus,L.,Met.,Nahr Hasbani
7,103.0,Potamogeton nodosus,L.,Met.,Zaïr
8,103.0,Potamogeton nodosus,L.,St.,Source de l'Oronte
9,103.0,Potamogeton nodosus,S.,Dam.,Damas
10,103.0,Potamogeton nodosus,S.,Dam.,Kissoué
11,103.0,Potamogeton nodosus,S.,Dam.,'Ateibé
12,103.0,Potamogeton nodosus,S.,Latt.,Est de Lattaquié
13,103.0,Potamogeton nodosus,S.,Sy.,Est d'Alep
14,103.0,Potamogeton nodosus,S.,HJ.,Est de Qamechlié
0,104.0,« Potamogeton lue en,L.,Ve.,Lac Yammouné
1,104.0,« Potamogeton lue en,L.,Ve.,olim
2,104.0,« Potamogeton lue en,S.,Sy.,Er Rouj
3,104.0,« Potamogeton lue en,S.,Sy.,
0,104.0,Potamogeton perfoliatus,S.,Dam.,Ouadi -el-'Arad près de Hamé
1,104.0,Potamogeton perfoliatus,S.,Sy.,Homs
2,104.0,Potamogeton perfoliatus,S.,Sy.,Lac de Homs
0,104.0,Potamogeton crispus,L.,Met.,Eaux du Zaïr
1,104.0,Potamogeton crispus,L.,Met.,Étang de 'Ammiq
2,104.0,Potamogeton crispus,S.,Dam.,Ghouta
3,104.0,Potamogeton crispus,S.,Dam.,à 'Aïn Harouch
4,104.0,Potamogeton crispus,S.,Dam.,Raboué
5,104.0,Potamogeton crispus,S.,Dam.,Damas
6,104.0,Potamogeton crispus,S.,Haur.,Lac Trâne
7,104.0,Potamogeton crispus,S.,Haur.,
8,104.0,Potamogeton crispus,S.,JA.,Qanaouat
9,104.0,Potamogeton crispus,S.,Sy.,Homs
0,104.0,Potamogeton den sus,L.,Mm.,'Aqoura
1,104.0,Potamogeton den sus,L.,Mm.,Marj Hin
2,104.0,Potamogeton den sus,L.,Met.,'Ammiq
3,104.0,Potamogeton den sus,L.,Met.,Ta'naïl
4,104.0,Potamogeton den sus,L.,Met.,Sa'ad Nayel
5,104.0,Potamogeton den sus,L.,Met.,Talabaya
6,104.0,Potamogeton den sus,L.,Ve.,Yammouné
7,104.0,Potamogeton den sus,S.,Dam.,Vers Damas
8,104.0,Potamogeton den sus,S.,Dam.,D°
9,104.0,Potamogeton den sus,S.,Dam.,«Wetszt» d'après FI. or.
10,104.0,Potamogeton den sus,S.,Sud.,Eaux du Yarmouk
0,104.0,Potamogeton trichoides,L.,Herm.,Rachaya
1,104.0,Potamogeton trichoides,S.,Sud.,Lac Trâne
2,104.0,Potamogeton trichoides,S.,Sud.,
0,105.0,Potamogeton panor mit anus,L.,Ct.,Antélias
1,105.0,Potamogeton panor mit anus,L.,Ct.,Nahr Beyrouth près de Jaïta
2,105.0,Potamogeton panor mit anus,L.,Met.,Ta'naïl
3,105.0,Potamogeton panor mit anus,L.,Met.,eaux du Zaïr
4,105.0,Potamogeton panor mit anus,L.,Met.,étang de 'Ammiq
5,105.0,Potamogeton panor mit anus,L.,Met.,source entre 'Ana et Kefrayya
6,105.0,Potamogeton panor mit anus,S.,Dam.,Ouadi 'Arad
7,105.0,Potamogeton panor mit anus,S.,Haur.,'Aïn Safsaf
0,105.0,Potamogeton pectinatus,L.,Me.,Birket Abou-Souaiyé
1,105.0,Potamogeton pectinatus,S.,Sy.,Er-Roudj
2,105.0,Potamogeton pectinatus,S.,Sy.,Homs
3,105.0,Potamogeton pectinatus,S.,Sy.,dans l'Oronte
4,105.0,Potamogeton pectinatus,S.,A.L.,Source du Barada
5,105.0,Potamogeton pectinatus,S.,HJ.,Hassetché
0,106.0,Alisma Plantago-aquatica,L.,Ct.,Nahr Beyrouth vers l'Aqueduc
1,106.0,Alisma Plantago-aquatica,L.,Mi.,Entre Mar Moussa et Dhour Choueir
2,106.0,Alisma Plantago-aquatica,L.,Mi.,près d'unepetite source
3,106.0,Alisma Plantago-aquatica,L.,Met.,Entre Zahlé et Baalbeck
4,106.0,Alisma Plantago-aquatica,L.,Met.,Ta'naïl
5,106.0,Alisma Plantago-aquatica,L.,Met.,'Ammiq
6,106.0,Alisma Plantago-aquatica,S.,Dam.,'Aïn Harouch dans la Ghouta
0,106.0,Alisma lanceolatum,L.,Ct.,Beyrouth
1,106.0,Alisma lanceolatum,L.,Ct.,Dora
2,106.0,Alisma lanceolatum,L.,Ct.,Antélias
3,106.0,Alisma lanceolatum,L.,Ct.,Tripoli
4,106.0,Alisma lanceolatum,L.,Met.,Beqa'a
5,106.0,Alisma lanceolatum,S.,Ct.,Tartous
6,106.0,Alisma lanceolatum,S.,Ct.,Nahr Séné
7,106.0,Alisma lanceolatum,S.,Ct.,Lattaquié
8,106.0,Alisma lanceolatum,S.,Ct.,15 km. est de Lattaquié
9,106.0,Alisma lanceolatum,S.,Mi.,Bhamra
10,106.0,Alisma lanceolatum,S.,Dam.,Aïn Harouch
11,106.0,Alisma lanceolatum,S.,Dam.,Nachabiyé
12,106.0,Alisma lanceolatum,S.,Sy.,Homs
13,106.0,Alisma lanceolatum,S.,Haur.,Qneitra
14,106.0,Alisma lanceolatum,S.,J.D.,Qanaouat
15,106.0,Alisma lanceolatum,S.,H.J.,Tell Douweir près Tell Kotchek
0,106.0,Alisma gramineum,S.,NO ITALICS,"S. Terrains salés à l'est de Damas: Koufreïne,'Ateibé, Hijjané (Pb)."
1,106.0,Alisma gramineum,S.,NO ITALICS,"Sud. Khisfine, Hammé (Pb)."
0,107.0,Echinodorus ranunculoides,L.,Ct.,Baie Saint-Georges
1,107.0,Echinodorus ranunculoides,L.,Ct.,probt adventice
2,107.0,Echinodorus ranunculoides,S.,Dam.,Outaya
0,107.0,Damasonium alisma,S.,HJ.,Marais du Radd
0,107.0,Damasonium poly sper mum,S.,Sud.,Qneitra
1,107.0,Damasonium poly sper mum,S.,Sud.,31 mai 1953
0,108.0,Butomus umbellatus,L.,Met.,Zahlé
1,108.0,Butomus umbellatus,L.,Met.,Eaux du Zaïr
2,108.0,Butomus umbellatus,L.,Sy.,Yaat
3,108.0,Butomus umbellatus,L.,Sy.,Kneissé vers Deir-el-Ahmar
4,108.0,Butomus umbellatus,S.,A.L.,Ouadi el-Qarn
5,108.0,Butomus umbellatus,S.,Sy.,Homs
6,108.0,Butomus umbellatus,S.,Dam.,Damas
7,108.0,Butomus umbellatus,S.,Dam.,Raboué
8,108.0,Butomus umbellatus,S.,Dam.,Nachabiyé
9,108.0,Butomus umbellatus,S.,Dam.,Koufreïne
10,108.0,Butomus umbellatus,S.,JD.,El Krès
11,108.0,Butomus umbellatus,S.,JD.,vers Salkhad
12,108.0,Butomus umbellatus,S.,JD.,El 'Ayyoun
13,108.0,Butomus umbellatus,S.,Haur.,Ezra'a
14,108.0,Butomus umbellatus,S.,St.,Nemara
0,108.0,Hydrocharis morsus-ranae,S.,Sy.,Entre Tell Nebi Mend et Joubbaniyé
1,108.0,Hydrocharis morsus-ranae,S.,Sy.,au sud du lac de Homs
2,108.0,Hydrocharis morsus-ranae,S.,Sy.,1 er août 1931
0,111.0,Digit aria sanguinali s,L.,Ct.,Saïda
1,111.0,Digit aria sanguinali s,L.,Ct.,Beyrouth
2,111.0,Digit aria sanguinali s,L.,Ct.,Nahr-el-Kelb
3,111.0,Digit aria sanguinali s,L.,Ct.,Tripoli
4,111.0,Digit aria sanguinali s,L.,Mi.,'Abey
5,111.0,Digit aria sanguinali s,L.,Mi.,Broummana
6,111.0,Digit aria sanguinali s,L.,Mi.,Ghazir
7,111.0,Digit aria sanguinali s,S.,Dam.,Ghouta
8,111.0,Digit aria sanguinali s,S.,Dam.,Raboué
9,111.0,Digit aria sanguinali s,S.,Dam.,Doummar
10,111.0,Digit aria sanguinali s,S.,Sy.,Jisr-ech-Choghour
0,111.0,Brachiaria eruciformis,L.,Ct.,Beyrouth et environs
1,111.0,Brachiaria eruciformis,L.,Mi.,Qrayyé
2,111.0,Brachiaria eruciformis,L.,Mi.,Salima
3,111.0,Brachiaria eruciformis,L.,Mm.,Dimân
4,111.0,Brachiaria eruciformis,L.,Mm.,Bân
5,111.0,Brachiaria eruciformis,L.,Mm.,Ehden
6,111.0,Brachiaria eruciformis,L.,Mm.,vers 'Aqoura
7,111.0,Brachiaria eruciformis,L.,Met.,Chtaura
8,111.0,Brachiaria eruciformis,L.,Met.,Ta'naïl
9,111.0,Brachiaria eruciformis,S.,Sy.,Homs
10,111.0,Brachiaria eruciformis,S.,Dam.,Damas
11,111.0,Brachiaria eruciformis,S.,Haur.,Sa'ssa
0,111.0,Brachiaria mutica,L.,Ct.,Borj Brajné
1,111.0,Brachiaria mutica,L.,Ct.,Beyrouth et environs
2,111.0,Brachiaria mutica,L.,Ct.,Tripoli
3,111.0,Brachiaria mutica,L.,Mi.,Broummana
0,112.0,Paspalum distichum,L.,Ct.,Beyrouth
1,112.0,Paspalum distichum,L.,Ct.,Nahr-el-Kelb
2,112.0,Paspalum distichum,L.,Ct.,Plage de Tripoli
3,112.0,Paspalum distichum,S.,Ct.,Route de Haffé
4,112.0,Paspalum distichum,S.,Sy.,Jisr-ech-Choghour
5,112.0,Paspalum distichum,S.,Sud.,Hammé
0,112.0,Paspalidium geminatum,L.,Ct.,Côte au nord de Tyr
1,112.0,Paspalidium geminatum,L.,Ct.,sur terrains irrigués
2,112.0,Paspalidium geminatum,S.,Sud.,Hammé
3,112.0,Paspalidium geminatum,S.,Sud.,. Présence presque certaine sur les bords du lac de Tibériade
4,112.0,Paspalidium geminatum,S.,Sud.,en terri- toire syrien. Trouvée près de ce lac
5,112.0,Paspalidium geminatum,S.,Sud.,à proximité
6,112.0,Paspalidium geminatum,S.,Sud.,en territoire palesti .ien
0,113.0,Echinochloa crus-gallii,L.,Ct.,Beyrouth
1,113.0,Echinochloa crus-gallii,L.,Ct.,Tripoli
2,113.0,Echinochloa crus-gallii,L.,r,Salima
3,113.0,Echinochloa crus-gallii,L.,r,Qrayé
4,113.0,Echinochloa crus-gallii,L.,Mm.,Mejdel près 'Aqoura
5,113.0,Echinochloa crus-gallii,L.,Mm.,Bân
6,113.0,Echinochloa crus-gallii,L.,Mm.,Dimân
7,113.0,Echinochloa crus-gallii,L.,Mm.,Ehden
8,113.0,Echinochloa crus-gallii,L.,Met.,Ta'naïl
9,113.0,Echinochloa crus-gallii,L.,A.L.,Kfar Zabed
10,113.0,Echinochloa crus-gallii,S.,Ct.,Banias
11,113.0,Echinochloa crus-gallii,S.,Sy.,Homs
12,113.0,Echinochloa crus-gallii,S.,Dam.,Damas
13,113.0,Echinochloa crus-gallii,S.,Dam.,Ghouta
14,113.0,Echinochloa crus-gallii,S.,Dam.,Ouadi 'Arad
15,113.0,Echinochloa crus-gallii,S.,Haur.,30 km. sud de Damas
16,113.0,Echinochloa crus-gallii,S.,St.,El Qpum
17,113.0,Echinochloa crus-gallii,S.,St.,Oasis de Bardi
18,113.0,Echinochloa crus-gallii,S.,Sud.,Banias
0,113.0,Echinochloa colona,L.,Ct.,Saïda
1,113.0,Echinochloa colona,L.,Ct.,Beyrouth
2,113.0,Echinochloa colona,L.,Ct.,Nahr-el-Kelb
3,113.0,Echinochloa colona,L.,Ct.,Antélias
4,113.0,Echinochloa colona,L.,Ct.,Tripoli
5,113.0,Echinochloa colona,L.,Mi.,'Abey
6,113.0,Echinochloa colona,L.,Mi.,Broummana
7,113.0,Echinochloa colona,L.,Mi.,Qrayé
8,113.0,Echinochloa colona,S.,Sy.,Homs
9,113.0,Echinochloa colona,S.,Sy.,Sélémiyé
10,113.0,Echinochloa colona,S.,Sy.,Alep
0,113.0,Panicum repens,L.,Ct.,Saïda
1,113.0,Panicum repens,L.,Ct.,Borj Brajné
2,113.0,Panicum repens,L.,Ct.,Beyrouth
3,113.0,Panicum repens,L.,Ct.,Antélias
4,113.0,Panicum repens,L.,Ct.,Tripoli
5,113.0,Panicum repens,L.,Ct.,Beddaoui
6,113.0,Panicum repens,S.,Ct.,Banias
0,114.0,Setaria lutescens,L.,Ct.,Saïda
1,114.0,Setaria lutescens,L.,Ct.,'Beyrouth
2,114.0,Setaria lutescens,L.,Ct.,Nahr-el-Kelb
3,114.0,Setaria lutescens,L.,Ct.,Amelias
4,114.0,Setaria lutescens,L.,Ct.,Tripoli
5,114.0,Setaria lutescens,L.,ML,Chebaniyé
6,114.0,Setaria lutescens,L.,Met.,Ta'naïl
7,114.0,Setaria lutescens,S.,Dam.,Hammé
0,115.0,Setaria verticillata,L.,Ct.,Beyrouth
1,115.0,Setaria verticillata,L.,Ct.,Tripoli
2,115.0,Setaria verticillata,L.,Mi.,Broummana
3,115.0,Setaria verticillata,L.,Met.,Ta'naïl'.
4,115.0,Setaria verticillata,S.,Sy.,Homs
5,115.0,Setaria verticillata,S.,Sy.,Sélémiyé
6,115.0,Setaria verticillata,S.,Sy.,E. d'Alep
7,115.0,Setaria verticillata,S.,Dam.,Damas
0,115.0,Pennisetum setaceum,L.,Ct.,Barghoutié
1,115.0,Pennisetum setaceum,L.,Ct.,Saïda
2,115.0,Pennisetum setaceum,L.,Ct.,Nahr Damour
3,115.0,Pennisetum setaceum,L.,Ct.,Antélias
4,115.0,Pennisetum setaceum,L.,Ct.,Nahr-el-Kelb
5,115.0,Pennisetum setaceum,L.,Ct.,Ma'meltein
6,115.0,Pennisetum setaceum,L.,Mi.,Entre Harissa et 'Antoura
7,115.0,Pennisetum setaceum,S.,Sud.,Banias
8,115.0,Pennisetum setaceum,S.,Sud.,Hammé
0,116.0,Pennisetumdivisum,S.,NLatt.,Base du Cassius
1,116.0,Pennisetumdivisum,S.,NLatt.,Ouadi Qandil
2,116.0,Pennisetumdivisum,S.,NLatt.,'Aïn Haramiyé
3,116.0,Pennisetumdivisum,S.,NLatt.,Qastal Ma'af
4,116.0,Pennisetumdivisum,S.,NLatt.,Kizil Dagh
5,116.0,Pennisetumdivisum,S.,NLatt.,Froulok
0,116.0,Cenchrus ciliaris,S.,Sud.,Vallée du Yarmouk vers Hammé
0,116.0,Imperata cylindrica,L.,Ct.,Tyr
1,116.0,Imperata cylindrica,L.,Ct.,Nahr Damour
2,116.0,Imperata cylindrica,L.,Ct.,Beyrouth
3,116.0,Imperata cylindrica,L.,Ct.,Bouchriyé
4,116.0,Imperata cylindrica,L.,Ct.,Nahr Beyrouth
5,116.0,Imperata cylindrica,L.,Ct.,Nahr-el-Kelb
6,116.0,Imperata cylindrica,L.,Ct.,Tripoli
7,116.0,Imperata cylindrica,L.,Mi.,Jamhour
8,116.0,Imperata cylindrica,L.,Mi.,Salima-Qprnayel
9,116.0,Imperata cylindrica,L.,Mi.,Qrayé
10,116.0,Imperata cylindrica,L.,Mi.,Ras-el-Meten
11,116.0,Imperata cylindrica,L.,Mm.,Bcharré
12,116.0,Imperata cylindrica,L.,Sud.,Qleyyat
13,116.0,Imperata cylindrica,S.,Ct.,Tartous
14,116.0,Imperata cylindrica,S.,Mi.,Haffé
15,116.0,Imperata cylindrica,S.,Sy.,Homs
16,116.0,Imperata cylindrica,S.,Sy.,Alep
17,116.0,Imperata cylindrica,S.,Dam.,Chabaa
18,116.0,Imperata cylindrica,S.,St.,NE. de Damas
0,117.0,Saccharum spontaneum,L.,Ct.,Tout le long de la côte
1,117.0,Saccharum spontaneum,L.,Ct.,planté en haies de Tyr à Beyrouth
2,117.0,Saccharum spontaneum,L.,Ct.,au Nahr-el-Kelb et au-delà. Tripoli
3,117.0,Saccharum spontaneum,L.,Mi.,Kahalé
4,117.0,Saccharum spontaneum,L.,Mi.,Broummana
5,117.0,Saccharum spontaneum,L.,Mi.,'Antoura
0,118.0,Hemarthria altissima,L.,Ct.,Saïda
1,118.0,Hemarthria altissima,L.,Ct.,Nahr Aouali
2,118.0,Hemarthria altissima,L.,Ct.,Beyrouth
3,118.0,Hemarthria altissima,L.,Ct.,Antélïas
4,118.0,Hemarthria altissima,L.,Ct.,Nahr-el-Kelb
5,118.0,Hemarthria altissima,L.,Ct.,Tripoli
6,118.0,Hemarthria altissima,L.,Mi.,Sous Beit Méri
7,118.0,Hemarthria altissima,L.,Mi.,Beit Méri
8,118.0,Hemarthria altissima,L.,Mi.,Bikfaya
9,118.0,Hemarthria altissima,S.,Ct.,Banias
0,118.0,Phacelurus digitatus,S.,Sy.,Près d'Alep
0,119.0,Sorghumhalepense,L.,Ct.,Saïda
1,119.0,Sorghumhalepense,L.,Ct.,Beyrouth
2,119.0,Sorghumhalepense,L.,Ct.,Tripoli
3,119.0,Sorghumhalepense,L.,Ct.,N. de Tripoli
4,119.0,Sorghumhalepense,L.,Mi.,Jbaa
5,119.0,Sorghumhalepense,L.,Mi.,'Abey
6,119.0,Sorghumhalepense,L.,Mm.,Hasroun
7,119.0,Sorghumhalepense,L.,Mm.,Bcharré
8,119.0,Sorghumhalepense,S.,Mi.,'Ain Halakim
9,119.0,Sorghumhalepense,S.,NLatt.,'Aïn Haramiyé
10,119.0,Sorghumhalepense,S.,Sy.,Idlib
11,119.0,Sorghumhalepense,S.,Sy.,Ansar
12,119.0,Sorghumhalepense,S.,Sy.,'Afrine
13,119.0,Sorghumhalepense,S.,Dam.,Damas
14,119.0,Sorghumhalepense,S.,HJ.,Ras-el-'Aïn à Derbassié
0,120.0,Chrysopogon gryllus,L.,Ct.,Beyrouth et Nahr Beyrouth
1,120.0,Chrysopogon gryllus,L.,Ct.,. Dékouané et Mar Roukhos
2,120.0,Chrysopogon gryllus,L.,Ct.,Nahr-el-Mott
3,120.0,Chrysopogon gryllus,L.,Mi.,Sous Beit Méri
4,120.0,Chrysopogon gryllus,L.,Mi.,Beit Méri
5,120.0,Chrysopogon gryllus,L.,Mi.,Beyrouth-Broum- mana
0,120.0,Themeda trianda,L.,Ct.,Beyrouth
1,120.0,Themeda trianda,L.,Ct.,Tripoli
2,120.0,Themeda trianda,L.,Ct.,Jall-ed-Dib
3,120.0,Themeda trianda,L.,Mi.,Beyrouth à Beit Méri
4,120.0,Themeda trianda,L.,Mi.,Beit Méri
5,120.0,Themeda trianda,L.,Mi.,sous Beit Méri
6,120.0,Themeda trianda,L.,Mi.,Broummana
7,120.0,Themeda trianda,L.,Mi.,Sous Beit Méri
8,120.0,Themeda trianda,L.,Mi.,E. de Beyrouth
9,120.0,Themeda trianda,L.,Mi.,Bchetfine
10,120.0,Themeda trianda,L.,Mm.,J. Barouk
11,120.0,Themeda trianda,S.,Mi.,SE. de Lattaquié
12,120.0,Themeda trianda,S.,Mi.,Au-dessus de Haffé
13,120.0,Themeda trianda,S.,Mi.,NE. de Lattaquié
14,120.0,Themeda trianda,S.,Lattaquiê.,Kessab
15,120.0,Themeda trianda,S.,Lattaquiê.,Bassit
0,121.0,Bothriochloa Ischaemum,L.,Ct.,Saïda
1,121.0,Bothriochloa Ischaemum,L.,Ct.,Bir Hassan
2,121.0,Bothriochloa Ischaemum,L.,Ct.,Beyrouth
3,121.0,Bothriochloa Ischaemum,L.,Ct.,Nahr-el-Kelb
4,121.0,Bothriochloa Ischaemum,L.,Ct.,nord de Jounié
5,121.0,Bothriochloa Ischaemum,L.,Ct.,Tripoli
6,121.0,Bothriochloa Ischaemum,L.,Mi.,Kleyyat
7,121.0,Bothriochloa Ischaemum,L.,Mm.,Bân
8,121.0,Bothriochloa Ischaemum,L.,Mm.,Bazoun
9,121.0,Bothriochloa Ischaemum,L.,St.,Hermel
10,121.0,Bothriochloa Ischaemum,L.,St.,Sources de l'O- ronte
11,121.0,Bothriochloa Ischaemum,S.,Dam.,Ouadi 'Arad
12,121.0,Bothriochloa Ischaemum,S.,Ct.,Banias
13,121.0,Bothriochloa Ischaemum,S.,Ct.,Jeblé
14,121.0,Bothriochloa Ischaemum,S.,Ct.,Lattaquié
0,121.0,Hyparrhenia hirta,L.,Ct.,Ras Naqoura
1,121.0,Hyparrhenia hirta,L.,Ct.,3 km. N. de Tyr
2,121.0,Hyparrhenia hirta,L.,Ct.,S. de Saïda
3,121.0,Hyparrhenia hirta,L.,Ct.,Saïda
4,121.0,Hyparrhenia hirta,L.,Ct.,Beyrouth et environs
5,121.0,Hyparrhenia hirta,L.,Ct.,Nahr-el-Kelb
6,121.0,Hyparrhenia hirta,L.,Ct.,Nahr Ibrahim
7,121.0,Hyparrhenia hirta,L.,Ct.,Batroun
8,121.0,Hyparrhenia hirta,L.,Ct.,Tripoli
