,page_num,binomial,country,general_loc,specific_loc
59,308.0,Tulipa montana,S.,"montana,",basifixes. Ovaire à 3 loges multiovulées. Style trilobé à branches tantôt divergentes
60,308.0,Tulipa montana,S.,"montana,",tantôt soudées plus ou moins haut. Capsule obovée
61,308.0,Tulipa montana,S.,"montana,",subglobuleuse
62,308.0,Tulipa montana,S.,"montana,",ou polygonale
63,308.0,Tulipa montana,S.,"montana,",à angles aigus ou même ailés. Feuilles radicales vite disparues
64,308.0,Tulipa montana,S.,"montana,",plus larges que les caulinaires. Fleurs isolées ou peu nombreuses
65,308.0,Tulipa montana,S.,"montana,",2
66,308.0,Tulipa montana,S.,"montana,",3 rarement 4-6 Tige courte
67,308.0,Tulipa montana,S.,"montana,",un peu épaisse
68,308.0,Tulipa montana,S.,crassifolia,Boiss. et Huet Tiges élancées 25-70 cm. Feuilles caulinaires toutes étroites Style non divisé. Tépales jaunâtres à l'intérieur
69,308.0,Tulipa montana,S.,alfredae,Post Style divisé vers le milieu. Fleurs brun rouge Tépales larges prolongés à l'apex par un appendice triangulaire
70,308.0,Tulipa montana,S.,acmopetala,Boiss. Tépales oblongs linéaires à obovés
71,308.0,Tulipa montana,S.,acmopetala,non appendiculés
72,308.0,Tulipa montana,S.,acmopetala,feuilles étroitement li- néaires
0,310.0,Fritillaria elwesii,L.,Mm.,Forêt de Qamou'a
1,310.0,Fritillaria elwesii,S.,Mm.,Slenfé
2,310.0,Fritillaria elwesii,S.,NLatt.,Sur roches vertes
3,310.0,Fritillaria elwesii,S.,NLatt.,'Aïn Haramiyé
4,310.0,Fritillaria elwesii,S.,NLatt.,Th
0,310.0,Fritillaria acmopetala,L.,Mi.,Au-dessus de 'Aramoun
1,310.0,Fritillaria acmopetala,L.,Mi.,Kesrouan
2,310.0,Fritillaria acmopetala,L.,Mi.,'Achkout
3,310.0,Fritillaria acmopetala,L.,Mi.,Rayfoun
4,310.0,Fritillaria acmopetala,L.,Mi.,Ra'chine
5,310.0,Fritillaria acmopetala,L.,Mi.,Hadtoun vers Mayfouk
6,310.0,Fritillaria acmopetala,L.,Mi.,Nahr-ed-Deheb vers Machta
7,310.0,Fritillaria acmopetala,L.,Mm.,Moghairé-Afqa
8,310.0,Fritillaria acmopetala,L.,Mm.,Forêt d'Ehden
9,310.0,Fritillaria acmopetala,L.,Mm.,au-dessus d'Ehden
10,310.0,Fritillaria acmopetala,L.,Mm.,Hasrouri
11,310.0,Fritillaria acmopetala,L.,Mm.,Sannine
12,310.0,Fritillaria acmopetala,S.,Mm.,Slenfé
13,310.0,Fritillaria acmopetala,S.,NLatt.,'Aïn Haramiyé
0,310.0,Fritillaria alfredae,L.,Mi.,'Aley
1,310.0,Fritillaria alfredae,L.,Mi.,Beit Méri
2,310.0,Fritillaria alfredae,L.,Mi.,Broummana
3,310.0,Fritillaria alfredae,L.,Mi.,Ghiné
4,310.0,Fritillaria alfredae,S.,NLatt.,'Aïn-Haramiyé
5,310.0,Fritillaria alfredae,S.,NLatt.,Froulok
6,310.0,Fritillaria alfredae,S.,NLatt.,Cassius
0,311.0,Fritillaria crassifolia,L.,Mm.,Jab. Barouk
1,311.0,Fritillaria crassifolia,L.,Mm.,Dahr-el-Baidar
2,311.0,Fritillaria crassifolia,L.,Mm.,Jab. Kneissé
3,311.0,Fritillaria crassifolia,L.,Mm.,Sannine
4,311.0,Fritillaria crassifolia,L.,Mm.,Col de Zahlé
5,311.0,Fritillaria crassifolia,L.,Mm.,'Anna Bakich
6,311.0,Fritillaria crassifolia,L.,Mm.,Laqlouq
7,311.0,Fritillaria crassifolia,L.,Mm.,Hasroun
8,311.0,Fritillaria crassifolia,L.,Mm.,Cèdres
9,311.0,Fritillaria crassifolia,L.,Me.,Au- dessus des Cèdres
10,311.0,Fritillaria crassifolia,L.,Me.,Qprnet-el-'Achara
11,311.0,Fritillaria crassifolia,L.,Ve.,Au dessus de 'Aïnata
12,311.0,Fritillaria crassifolia,L.,Met.,Beqa'a
13,311.0,Fritillaria crassifolia,L.,Met.,vers Ferzdl
14,311.0,Fritillaria crassifolia,L.,Met.,près de Zahlé
15,311.0,Fritillaria crassifolia,L.,Herm.,Hermon
16,311.0,Fritillaria crassifolia,S.,A.L.,Souq Ouadi Barada
17,311.0,Fritillaria crassifolia,S.,A.L.,Jab. Qebli
18,311.0,Fritillaria crassifolia,S.,A.L.,au-dessus de Bloudane
19,311.0,Fritillaria crassifolia,S.,A.L.,'Aïn 'Ansour
0,311.0,Fritillaria pinardi,S.,Mm.,Vers Slenfé
1,311.0,Fritillaria pinardi,S.,Mm.,en venant de Jisr ech-Choghour
2,311.0,Fritillaria pinardi,S.,Mm.,fin mars 1964
0,312.0,Fritillaria libanotica,L.,Ct.,Nahr Beyrouth
1,312.0,Fritillaria libanotica,L.,Ct.,vers l'aqueduc
2,312.0,Fritillaria libanotica,L.,Ct.,Bahsas près de Tripoli
3,312.0,Fritillaria libanotica,L.,Mi.,Feitroun
4,312.0,Fritillaria libanotica,L.,Mi.,Machta
5,312.0,Fritillaria libanotica,L.,Mi.,Deddé vers Amioun
6,312.0,Fritillaria libanotica,L.,Mi.,Rayfoun
7,312.0,Fritillaria libanotica,L.,Mi.,
8,312.0,Fritillaria libanotica,L.,Mi.,Kfar-Halda
9,312.0,Fritillaria libanotica,L.,Mi.,Qrayé
10,312.0,Fritillaria libanotica,L.,Mi.,Beskinta
11,312.0,Fritillaria libanotica,L.,Mi.,Deir-el-Qamir
12,312.0,Fritillaria libanotica,L.,Mm.,Qartaba
13,312.0,Fritillaria libanotica,L.,Mm.,Sannine
14,312.0,Fritillaria libanotica,L.,Mm.,Mejdel Tar- chiche
15,312.0,Fritillaria libanotica,L.,Mm.,Ma'asser
16,312.0,Fritillaria libanotica,L.,Mm.,Dahr-el-Baidar
17,312.0,Fritillaria libanotica,L.,'Akkar.,Vu à Qpubbayat
18,312.0,Fritillaria libanotica,L.,'Akkar.,Bouqei'a
19,312.0,Fritillaria libanotica,L.,Ve.,Boisde'Ammiq
20,312.0,Fritillaria libanotica,L.,Met.,Ibl-es-Saki
21,312.0,Fritillaria libanotica,L.,Met.,Kaoukaba
22,312.0,Fritillaria libanotica,L.,Met.,Zellaya-Yohmor
23,312.0,Fritillaria libanotica,L.,Sud.,Nabatiyé
24,312.0,Fritillaria libanotica,L.,Sud.,Deir Mimas
25,312.0,Fritillaria libanotica,L.,Sud.,vers Hounine
26,312.0,Fritillaria libanotica,S.,Ct.,Hamidiyé
27,312.0,Fritillaria libanotica,S.,NLatt.,Kessab
28,312.0,Fritillaria libanotica,S.,Haur.,Sanamein
29,312.0,Fritillaria libanotica,S.,J.D.,Djebel Druze
30,312.0,Fritillaria libanotica,S.,J.D.,Qrayé
31,312.0,Fritillaria libanotica,S.,Sud.,Banias
32,312.0,Fritillaria libanotica,S.,Sud.,Jilline
0,312.0,Fritillaria persica,S.,Sy.,Chadrane vers 'Aïn-el-'Arab. :
1,312.0,Fritillaria persica,S.,Sy.,
0,313.0,Lilium candidum,L.,Mi.,Sous 'Araya au Nahr Beyrouth
1,313.0,Lilium candidum,L.,Mi.,Feitroun
2,313.0,Lilium candidum,L.,Mi.,Qartaba
3,313.0,Lilium candidum,L.,Mi.,. Yahchouche
4,313.0,Lilium candidum,L.,Mi.,autour de Ghazir
5,313.0,Lilium candidum,L.,Mi.,'Aramoun du Kesrouan
0,314.0,Scilla autumnalis,L.,Ct.,Saïda
1,314.0,Scilla autumnalis,L.,Ct.,Beyrouth
2,314.0,Scilla autumnalis,L.,Ct.,Nahr-el-Kelb
3,314.0,Scilla autumnalis,L.,Ct.,Tripoli
4,314.0,Scilla autumnalis,L.,Mi.,Sous Darb-es-Sim
5,314.0,Scilla autumnalis,L.,Mi.,W. de Nabatiyé
6,314.0,Scilla autumnalis,L.,Mi.,Qala'at-ech-Chekif
7,314.0,Scilla autumnalis,L.,Mi.,Beit Méri
8,314.0,Scilla autumnalis,L.,Mi.,'Aïn-el- Qabou
9,314.0,Scilla autumnalis,L.,Met.,'Ammiq
10,314.0,Scilla autumnalis,S.,Ct.,Amrith
11,314.0,Scilla autumnalis,S.,Homs.,W. de Homs
12,314.0,Scilla autumnalis,S.,Sud.,W. de Qneitra
13,314.0,Scilla autumnalis,S.,"Sy,",Eriha
0,314.0,Scilla hanburyi,L.,St.,Hermel
1,314.0,Scilla hanburyi,L.,St.,sud de Hermel
2,314.0,Scilla hanburyi,S.,A.L.,Anti-Liban
3,314.0,Scilla hanburyi,S.,A.L.,Yabroud
4,314.0,Scilla hanburyi,S.,Dam.,Damas-Salihiyé
5,314.0,Scilla hanburyi,S.,Dam.,Sahl-es-Sahra
6,314.0,Scilla hanburyi,S.,Dam.,5 km. E. de Dmeir
0,314.0,Scilla hyacinthoides,L.,Akkar.,Plaine de 'Akkar
1,314.0,Scilla hyacinthoides,L.,Mm.,Jab. Barouk au-dessus de la source
2,314.0,Scilla hyacinthoides,L.,Sud.,Ibl-es-Saki
3,314.0,Scilla hyacinthoides,L.,Sud.,Gorges du Litani sous Belate
4,314.0,Scilla hyacinthoides,L.,Sud.,Jisr-el-Khardali
5,314.0,Scilla hyacinthoides,S.,Ct.,Lattaquié
6,314.0,Scilla hyacinthoides,S.,Mi.,Alaouites
7,314.0,Scilla hyacinthoides,S.,Mi.,Massiaf-Qadmous
8,314.0,Scilla hyacinthoides,S.,Mi.,Safita
9,314.0,Scilla hyacinthoides,S.,Homs.,Vers Tell Kalakh
10,314.0,Scilla hyacinthoides,S.,Sy.,Eriha à Jisr-ech-Choghour
0,314.0,Scilla cilicica,L.,Ct.,Nahr Damour
1,314.0,Scilla cilicica,L.,Ct.,dans la gorge
2,314.0,Scilla cilicica,L.,Mi.,Douma
3,314.0,Scilla cilicica,L.,Mi.,au-dessus de Ghazir
4,314.0,Scilla cilicica,L.,Mm.,Kfartein près de Beskinta
5,314.0,Scilla cilicica,L.,Mm.,'Aïn Zehalta et environs
6,314.0,Scilla cilicica,L.,Mm.,Barouk
7,314.0,Scilla cilicica,L.,Mm.,Cèdres de Barouk
8,314.0,Scilla cilicica,L.,Mm.,Jab. Kneissé
9,314.0,Scilla cilicica,L.,Mm.,Jab. Fughry
10,314.0,Scilla cilicica,L.,Mm.,Neba'a-1-Hadid
11,314.0,Scilla cilicica,L.,Met.,Marj
12,314.0,Scilla cilicica,L.,Met.,Gorges du Litani sous Belate
13,314.0,Scilla cilicica,L.,Herm.,Rachaya
14,314.0,Scilla cilicica,S.,Mi.,Hosn Soleiman
15,314.0,Scilla cilicica,S.,A.L.,Ouadi-el-Qarn
0,315.0,Scillâ sibirica,S.,Mm.,Slenfé
1,315.0,Scillâ sibirica,S.,Mm.,.
0,315.0,Scilla bifolia,S.,Mm.,Slenfé
1,315.0,Scilla bifolia,S.,Mm.,. .
0,317.0,Ornithogalum libanoticum,L.,Mm.,Vers Ehden
1,317.0,Ornithogalum libanoticum,L.,Mm.,Forêt d'Ehden
2,317.0,Ornithogalum libanoticum,L.,Mm.,Afqa près d'Ehden
3,317.0,Ornithogalum libanoticum,L.,Mm.,vallée d'Hasroun
4,317.0,Ornithogalum libanoticum,L.,Mm.,au-dessus de Faraya près de la cascade
0,317.0,Ornithogalum pyrenaicum,S.,Mm.,Slenfé
1,317.0,Ornithogalum pyrenaicum,S.,NLatt.,Kessab
2,317.0,Ornithogalum pyrenaicum,S.,NLatt.,Bassit
0,318.0,Ornithogalum narbonense,L.,Ct.,Tyr
1,318.0,Ornithogalum narbonense,L.,Ct.,Ras Bayada
2,318.0,Ornithogalum narbonense,L.,Ct.,Saïda-Nabatiyé
3,318.0,Ornithogalum narbonense,L.,Ct.,Beyrouth
4,318.0,Ornithogalum narbonense,L.,Ct.,Antélias
5,318.0,Ornithogalum narbonense,L.,Ct.,Enfé
6,318.0,Ornithogalum narbonense,L.,Mi.,Jamhour
7,318.0,Ornithogalum narbonense,L.,Mi.,Bikfaya
8,318.0,Ornithogalum narbonense,L.,Mi.,Bzoummar
9,318.0,Ornithogalum narbonense,L.,Mi.,'Antoura
10,318.0,Ornithogalum narbonense,L.,Mi.,Rayfoun
11,318.0,Ornithogalum narbonense,L.,Mm.,Ehden
12,318.0,Ornithogalum narbonense,L.,Mm.,Hasroun
13,318.0,Ornithogalum narbonense,L.,Mm.,Bcharré
14,318.0,Ornithogalum narbonense,L.,Mm.,Ouadi Hadchit
15,318.0,Ornithogalum narbonense,L.,Mm.,Qannoubine
16,318.0,Ornithogalum narbonense,L.,Met.,Rayak
17,318.0,Ornithogalum narbonense,L.,Met.,Zahlé
18,318.0,Ornithogalum narbonense,L.,Sud.,Marjayoun
19,318.0,Ornithogalum narbonense,L.,Sud.,ﬁarada
20,318.0,Ornithogalum narbonense,L.,Herm.,Rachaya
21,318.0,Ornithogalum narbonense,S.,Mi.,Bhamra
22,318.0,Ornithogalum narbonense,S.,Mi.,S. de Safita
23,318.0,Ornithogalum narbonense,S.,Mi.,Massiaf-Qadmous
24,318.0,Ornithogalum narbonense,S.,Mi.,col de Chatha
25,318.0,Ornithogalum narbonense,S.,Mm.,Slenfé
26,318.0,Ornithogalum narbonense,S.,Ct.,Banias
27,318.0,Ornithogalum narbonense,S.,Ct.,Tartous
28,318.0,Ornithogalum narbonense,S.,Sy.,Alep
29,318.0,Ornithogalum narbonense,S.,Sy.,'Ain Tell
30,318.0,Ornithogalum narbonense,S.,Sy.,Oudéhi
31,318.0,Ornithogalum narbonense,S.,Sy.,Babeska
32,318.0,Ornithogalum narbonense,S.,Sy.,Khan Sebil
33,318.0,Ornithogalum narbonense,S.,Sy.,Bab-el-Haoua
34,318.0,Ornithogalum narbonense,S.,Sy.,lac de Homs
35,318.0,Ornithogalum narbonense,S.,Sy.,Jab. Sem'ane
36,318.0,Ornithogalum narbonense,S.,Sy.,Rastane
37,318.0,Ornithogalum narbonense,S.,Sy.,Qala'at-el-Moudiq
38,318.0,Ornithogalum narbonense,S.,Sy.,Hama-Homs
39,318.0,Ornithogalum narbonense,S.,Sy.,Mouslimiyé
40,318.0,Ornithogalum narbonense,S.,Sy.,Deir-el-Jemal
41,318.0,Ornithogalum narbonense,S.,Sy.,Bab-el-Haoua
42,318.0,Ornithogalum narbonense,S.,Sy.,Khan-es-Sebil
43,318.0,Ornithogalum narbonense,S.,Sy.,Khan Chair
44,318.0,Ornithogalum narbonense,S.,Dam.,Kissoué-Qatana
45,318.0,Ornithogalum narbonense,S.,Sud.,Banias
46,318.0,Ornithogalum narbonense,S.,J.D.,Qrayé-Kafer
47,318.0,Ornithogalum narbonense,S.,J.D.,Soueida
48,318.0,Ornithogalum narbonense,S.,St.,Jab. 'Amiri
49,318.0,Ornithogalum narbonense,S.,St.,15 km. NW. de 'Aïn-el-Beida
0,318.0,Ornithogalum densumBoiss.,L.,Ct.,Saïda à Tyr
1,318.0,Ornithogalum densumBoiss.,L.,Ct.,Rmeilé vers Saïda
2,318.0,Ornithogalum densumBoiss.,L.,Ct.,Khaldé
3,318.0,Ornithogalum densumBoiss.,L.,Ct.,environs de Beyrouth
4,318.0,Ornithogalum densumBoiss.,L.,Ct.,Bouar
5,318.0,Ornithogalum densumBoiss.,L.,Ct.,Tartous
6,318.0,Ornithogalum densumBoiss.,L.,Mi.,Sous Beit Méri
7,318.0,Ornithogalum densumBoiss.,L.,Mi.,au-dessus de Jbail
8,318.0,Ornithogalum densumBoiss.,L.,Mi.,vers Jamhour
9,318.0,Ornithogalum densumBoiss.,L.,Mi.,Hrar
10,318.0,Ornithogalum densumBoiss.,L.,Mm.,Col entre Jezzine et Machghara
11,318.0,Ornithogalum densumBoiss.,L.,NLatt.,Kizil-Dagh
0,318.0,Ornithogalum fucescens,L.,Herm.,Entre Rachaya et 'Aïn 'Ata
1,318.0,Ornithogalum fucescens,L.,Herm.,première récolte
2,318.0,Ornithogalum fucescens,L.,Herm.,Rachaya
3,318.0,Ornithogalum fucescens,L.,Sud.,Entre Mays-el-Jabal et Blaidé
4,318.0,Ornithogalum fucescens,S.,Sy.,Ma'aret-en-No'man
5,318.0,Ornithogalum fucescens,S.,Sy.,Qala'at-el-Moudiq
6,318.0,Ornithogalum fucescens,S.,Haur.,N. de Dera'a
7,318.0,Ornithogalum fucescens,S.,Haur.,N. de Qneitra
8,318.0,Ornithogalum fucescens,S.,J.D.,Soueida
0,319.0,Ornithogalum arabicum,L.,Ct.,Beyrouth
0,319.0,Ornithogalum billardieri,L.,Ve.,Jab. Barouk
1,319.0,Ornithogalum billardieri,L.,Ve.,Dahr-el-Baidar
2,319.0,Ornithogalum billardieri,L.,Ve.,Jab. Kneissé
3,319.0,Ornithogalum billardieri,L.,Ve.,Kfar Se- louan
4,319.0,Ornithogalum billardieri,L.,Ve.,'Aïn Saoua'ir
5,319.0,Ornithogalum billardieri,L.,Ve.,Jab. Sannine
6,319.0,Ornithogalum billardieri,L.,Ve.,Yammouni à 'Aqoura
7,319.0,Ornithogalum billardieri,L.,Ve.,Khan Mogheir au-dessus de Zahlé
8,319.0,Ornithogalum billardieri,L.,Ve.,Hasroun
9,319.0,Ornithogalum billardieri,L.,Ve.,'Aïnata
10,319.0,Ornithogalum billardieri,L.,Herm.,Sommet de PHermon
11,319.0,Ornithogalum billardieri,S.,A.L.,Au-dessus de Zebdani
12,319.0,Ornithogalum billardieri,S.,A.L.,Jab. Qasyoun
13,319.0,Ornithogalum billardieri,S.,A.L.,Jab. Abou 'Ata
0,320.0,Ornithogalum montanum,L.,Ct.,SE. de Saïda
1,320.0,Ornithogalum montanum,L.,Ct.,Saïda
2,320.0,Ornithogalum montanum,L.,lanceolatum,Tripoli
3,320.0,Ornithogalum montanum,L.,Mi.,Qrayé
4,320.0,Ornithogalum montanum,L.,Mi.,Ra'chine et Kherbé
5,320.0,Ornithogalum montanum,L.,Mi.,
6,320.0,Ornithogalum montanum,L.,Mm.,Jab.' Tannourine
7,320.0,Ornithogalum montanum,L.,Mm.,Neba'a-1-Laban
8,320.0,Ornithogalum montanum,L.,Mm.,S. de Laqlouq
9,320.0,Ornithogalum montanum,L.,Mm.,. Beskinta
10,320.0,Ornithogalum montanum,L.,Met.,Qaraoun
11,320.0,Ornithogalum montanum,L.,Sud.,Nabatiyé
12,320.0,Ornithogalum montanum,S.,Ct.,Hamidiyé
13,320.0,Ornithogalum montanum,S.,Ct.,Lattaquié
14,320.0,Ornithogalum montanum,S.,Ct.,Labili
15,320.0,Ornithogalum montanum,S.,Mi.,Qadmous
16,320.0,Ornithogalum montanum,S.,Sy.,Kafer- Seghir
17,320.0,Ornithogalum montanum,S.,Dam.,Souq-Ouadi-Barada
18,320.0,Ornithogalum montanum,S.,Dam.,Kissoué
19,320.0,Ornithogalum montanum,S.,Dam.,entre Kissoué et Damas
20,320.0,Ornithogalum montanum,S.,A.L.,Ouadi-el-Qarn
21,320.0,Ornithogalum montanum,S.,A.L.,Birket-el-Foukhté
22,320.0,Ornithogalum montanum,S.,Herm.,Qatana
23,320.0,Ornithogalum montanum,S.,Haw.,Sa'ssa
24,320.0,Ornithogalum montanum,S.,Sud.,Qneitra
0,320.0,Ornithogalum platyphyllum,L.,Mi.,Rayfoun
1,320.0,Ornithogalum platyphyllum,L.,Mi.,Bchéla
2,320.0,Ornithogalum platyphyllum,L.,Mi.,'Aramoun à Chahtoul
3,320.0,Ornithogalum platyphyllum,L.,Mi.,Ehmej à Michmich
4,320.0,Ornithogalum platyphyllum,L.,Mi.,Chah- toul
5,320.0,Ornithogalum platyphyllum,L.,Mi.,Kfar-Halda
6,320.0,Ornithogalum platyphyllum,S.,Sy.,Alep
7,320.0,Ornithogalum platyphyllum,S.,H.J.,Hassetché
8,320.0,Ornithogalum platyphyllum,S.,H.J.,Tell 'Alo
9,320.0,Ornithogalum platyphyllum,S.,St.,Qaryatein
10,320.0,Ornithogalum platyphyllum,S.,St.,'Aïn-el-Oua'l
11,320.0,Ornithogalum platyphyllum,S.,St.,Palmyre
12,320.0,Ornithogalum platyphyllum,S.,NLatt.,Bassit ou Alaouites?
0,321.0,Ornithogalum neurostegium,L.,Mi.,Beit Méri
1,321.0,Ornithogalum neurostegium,L.,Mi.,Dhour Choueir
2,321.0,Ornithogalum neurostegium,L.,Mi.,Bikfaya
3,321.0,Ornithogalum neurostegium,L.,Mi.,Jab. Terbol
4,321.0,Ornithogalum neurostegium,L.,Akkar.,'Qpubbayat
5,321.0,Ornithogalum neurostegium,L.,Mm.,Jourd Tannourine
6,321.0,Ornithogalum neurostegium,L.,Mm.,Sommet du Sannine
7,321.0,Ornithogalum neurostegium,L.,Mm.,Th
8,321.0,Ornithogalum neurostegium,L.,sannineum,Jab. Barouk
9,321.0,Ornithogalum neurostegium,L.,sannineum,Jab. Sannine
10,321.0,Ornithogalum neurostegium,L.,sannineum,Towmat Jezzine
11,321.0,Ornithogalum neurostegium,L.,sannineum,Forêt d'Ehden
12,321.0,Ornithogalum neurostegium,L.,Met.,Zahlé
13,321.0,Ornithogalum neurostegium,S.,Mi.,Chmaïssé
14,321.0,Ornithogalum neurostegium,S.,Mm.,Slenfé
15,321.0,Ornithogalum neurostegium,S.,A.L.,Jab. Qalamoun
16,321.0,Ornithogalum neurostegium,S.,Sy.,Homs
17,321.0,Ornithogalum neurostegium,S.,K.D.,Meidan Ekbès à Radjou
18,321.0,Ornithogalum neurostegium,S.,Dam.,Kissoué
19,321.0,Ornithogalum neurostegium,S.,Dam.,'Adra-Dmeir
20,321.0,Ornithogalum neurostegium,S.,H.J.,Jab. 'Abd-el-'Aziz
21,321.0,Ornithogalum neurostegium,S.,H.J.,Gb
22,321.0,Ornithogalum neurostegium,S.,"crispo-undulatum),",Troumba
23,321.0,Ornithogalum neurostegium,S.,St.,Jab. 'Amiri
24,321.0,Ornithogalum neurostegium,S.,St.,Jab. Bichri
25,321.0,Ornithogalum neurostegium,S.,St.,Qaryatein
26,321.0,Ornithogalum neurostegium,S.,St.,Sud de Qaryatein
27,321.0,Ornithogalum neurostegium,S.,Haut.,Zraiqiyé
28,321.0,Ornithogalum neurostegium,S.,Haut.,Khisfine à Fiq
29,321.0,Ornithogalum neurostegium,S.,J.D.,'Aïn Bader
30,321.0,Ornithogalum neurostegium,S.,J.D.,Salé
31,321.0,Ornithogalum neurostegium,S.,J.D.,Kafer
0,322.0,Ornithogalum paterfamilias,L.,Ct.,Nahr Ghadir
1,322.0,Ornithogalum paterfamilias,L.,Ct.,sur un emplacement actuellement occupé par l'aéroport
2,322.0,Ornithogalum paterfamilias,L.,Ct.,alors un peu marécageux
3,322.0,Ornithogalum paterfamilias,L.,Ct.,. Jdeidé
4,322.0,Ornithogalum paterfamilias,S.,Dam.,Vers Outaya
0,322.0,Ornithogalum divergens,L.,Ct.,Beyrouth
1,322.0,Ornithogalum divergens,L.,Ct.,Tripoli
2,322.0,Ornithogalum divergens,L.,Mi.,'Abey
3,322.0,Ornithogalum divergens,L.,Mi.,Bhannès
4,322.0,Ornithogalum divergens,L.,Mm.,Hasroun
5,322.0,Ornithogalum divergens,L.,Mm.,Ehden
6,322.0,Ornithogalum divergens,L.,Mm.,Bcharré
7,322.0,Ornithogalum divergens,L.,Mm.,'Aïn Geddaié
8,322.0,Ornithogalum divergens,L.,Mm.,'Aïn Saoua'ir
9,322.0,Ornithogalum divergens,L.,Met.,Zahlé
10,322.0,Ornithogalum divergens,L.,Met.,Qabbélias
11,322.0,Ornithogalum divergens,L.,Sud.,Marjayoun
12,322.0,Ornithogalum divergens,L.,Sud.,Mays-el-Jabal
13,322.0,Ornithogalum divergens,S.,Mi.,Bhamra
14,322.0,Ornithogalum divergens,S.,Mi.,Slenfé
15,322.0,Ornithogalum divergens,S.,Sy.,Alep
16,322.0,Ornithogalum divergens,S.,Dam.,Ghouta
17,322.0,Ornithogalum divergens,S.,Dam.,Outaya
18,322.0,Ornithogalum divergens,S.,A.L.,Ouadi-el-Qarn
19,322.0,Ornithogalum divergens,S.,A.L.,Jab. Abou-1-Haoua
20,322.0,Ornithogalum divergens,S.,A.L.,Manchoùra
21,322.0,Ornithogalum divergens,S.,A.L.,Souq Ouadi Barada
22,322.0,Ornithogalum divergens,S.,J.D.,Tell Jinah
23,322.0,Ornithogalum divergens,S.,Sud.,Khisfine
24,322.0,Ornithogalum divergens,S.,Sud.,Hammé
0,322.0,Ornithogalum tenuifolium,S.,NLatt.,'Aïn Haramiyé
1,322.0,Ornithogalum tenuifolium,S.,Sy.,Alep
2,322.0,Ornithogalum tenuifolium,S.,Sy.,Harim
3,322.0,Ornithogalum tenuifolium,S.,Sy.,Rastane
4,322.0,Ornithogalum tenuifolium,S.,Sy.,NE. de Homs
5,322.0,Ornithogalum tenuifolium,S.,*K.D.,Kurd-Dagh
6,322.0,Ornithogalum tenuifolium,S.,Dam.,Damas
7,322.0,Ornithogalum tenuifolium,S.,Dam.,Jab. Dmeir
8,322.0,Ornithogalum tenuifolium,S.,Haur.,S. de Dera'a
9,322.0,Ornithogalum tenuifolium,S.,J.D.,Chahba
10,322.0,Ornithogalum tenuifolium,S.,J.D.,Kafer
11,322.0,Ornithogalum tenuifolium,S.,St.,Qaryatein à 'Aïn-ef-Ou'al
12,322.0,Ornithogalum tenuifolium,S.,St.,Ezriyé
13,322.0,Ornithogalum tenuifolium,S.,St.,Abou Chamate
14,322.0,Ornithogalum tenuifolium,S.,St.,Qpum
15,322.0,Ornithogalum tenuifolium,S.,St.,Resafa
16,322.0,Ornithogalum tenuifolium,S.,St.,Abou-Hareira
17,322.0,Ornithogalum tenuifolium,S.,St.,Forkhlos à T4
18,322.0,Ornithogalum tenuifolium,S.,St.,Euphrate
19,322.0,Ornithogalum tenuifolium,S.,St.,Jabal 'Amiri
0,323.0,Puschkinia scilloides,L.,Me.,Région alpine du Liban
1,323.0,Puschkinia scilloides,L.,Me.,Jourd Tannourine
2,323.0,Puschkinia scilloides,L.,Me.,Hasroun
3,323.0,Puschkinia scilloides,L.,Me.,Col des Cèdres
4,323.0,Puschkinia scilloides,L.,Me.,entre Ehden et Sir
5,323.0,Puschkinia scilloides,L.,Me.,Jab. Barouk
6,323.0,Puschkinia scilloides,L.,Me.,Khan Sannine
7,323.0,Puschkinia scilloides,L.,Me.,Ehden
8,323.0,Puschkinia scilloides,L.,Me.,vers le Col de Zahlé
9,323.0,Puschkinia scilloides,L.,Me.,Cèdres
10,323.0,Puschkinia scilloides,L.,Me.,Cèdres à Foum-el-Mizhab
11,323.0,Puschkinia scilloides,L.,Me.,au- dessus de Faraya
12,323.0,Puschkinia scilloides,L.,Me.,Laqlouq
13,323.0,Puschkinia scilloides,L.,Me.,Caracol Metiouhane
14,323.0,Puschkinia scilloides,L.,Me.,Jab. Kneissé
15,323.0,Puschkinia scilloides,L.,Me.,Sommet du Jab. Sannine
0,323.0,Hyacinthus orientalis,L.,Mi.,Qaitoulé
1,323.0,Hyacinthus orientalis,L.,Mi.,'Abey
2,323.0,Hyacinthus orientalis,L.,Mi.,'Aley
3,323.0,Hyacinthus orientalis,L.,Mi.,Q.rayé
4,323.0,Hyacinthus orientalis,L.,Mi.,Chemlan
5,323.0,Hyacinthus orientalis,L.,Mi.,vers Deir-el-Qamar
6,323.0,Hyacinthus orientalis,L.,Mi.,Vers Bhamdoune
7,323.0,Hyacinthus orientalis,L.,Mi.,Mekkine
8,323.0,Hyacinthus orientalis,L.,Mi.,Bikfaya
9,323.0,Hyacinthus orientalis,L.,Mi.,Jab. Fughry
10,323.0,Hyacinthus orientalis,L.,Mi.,Ghebalé
11,323.0,Hyacinthus orientalis,L.,Mi.,'Antoura du Metn
12,323.0,Hyacinthus orientalis,L.,Mi.,Ghazir
13,323.0,Hyacinthus orientalis,L.,Mm.,Dahr-el-Baidar
14,323.0,Hyacinthus orientalis,L.,Mm.,route de Qartaba
